Date,Symbol,TradeType,EntryTime,EntryPrice,ExitTime,ExitPrice,PnL,ExitReason
01-01-2024,ABB,Sell,10:20:00,4667.55,10:35:00,4680.7,-13.15,Stop Loss Hit
02-01-2024,ABB,Sell,09:20:00,4659.9,10:15:00,4636.3,23.6,Target Hit
02-01-2024,ABB,Buy,15:00:00,4707.6,15:10:00,4695,-12.6,Stop Loss Hit
03-01-2024,ABB,Buy,09:20:00,4731,09:25:00,4757,26,Target Hit
04-01-2024,ABB,Sell,14:55:00,4776,15:00:00,4812,-36,Stop Loss Hit
05-01-2024,ABB,Buy,10:30:00,4880,10:45:00,4861.6,-18.4,Stop Loss Hit
05-01-2024,ABB,Sell,14:10:00,4820.6,14:45:00,4834.7,-14.1,Stop Loss Hit
08-01-2024,ABB,Sell,09:30:00,4792.45,09:45:00,4768,24.45,Target Hit
09-01-2024,ABB,Buy,09:20:00,4863.05,09:25:00,4901.15,38.1,Target Hit
10-01-2024,ABB,Sell,09:20:00,4889.5,09:30:00,4911.8,-22.3,Stop Loss Hit
10-01-2024,ABB,Buy,10:10:00,4948.75,10:55:00,4935.95,-12.8,Stop Loss Hit
11-01-2024,ABB,Sell,09:45:00,4936,09:55:00,4949.9,-13.9,Stop Loss Hit
12-01-2024,ABB,Sell,09:25:00,4870.15,10:10:00,4829,41.15,Target Hit
15-01-2024,ABB,Sell,09:30:00,4760,09:40:00,4771.95,-11.95,Stop Loss Hit
16-01-2024,ABB,Buy,09:35:00,4775.9,09:45:00,4805,29.1,Target Hit
17-01-2024,ABB,Buy,09:20:00,4817.45,09:35:00,4845.95,28.5,Target Hit
18-01-2024,ABB,Sell,09:35:00,4708.2,10:05:00,4733,-24.8,Stop Loss Hit
19-01-2024,ABB,Buy,09:20:00,4800,11:30:00,4825.75,25.75,Target Hit
20-01-2024,ABB,Sell,09:30:00,4813.8,09:40:00,4826.85,-13.05,Stop Loss Hit
23-01-2024,ABB,Buy,09:25:00,4794.8,09:35:00,4822,27.2,Target Hit
24-01-2024,ABB,Buy,10:20:00,4774.9,11:30:00,4742.75,-32.15,Stop Loss Hit
25-01-2024,ABB,Sell,09:20:00,4745.8,10:05:00,4717,28.8,Target Hit
29-01-2024,ABB,Buy,09:30:00,4777.95,10:10:00,4766,-11.95,Stop Loss Hit
30-01-2024,ABB,Sell,09:25:00,4808.2,11:05:00,4777.05,31.15,Target Hit
31-01-2024,ABB,Sell,09:55:00,4675,10:05:00,4688.85,-13.85,Stop Loss Hit
01-02-2024,ABB,Sell,09:20:00,4638.15,09:25:00,4653.05,-14.9,Stop Loss Hit
02-02-2024,ABB,Sell,09:30:00,4506.5,10:05:00,4483.45,23.05,Target Hit
05-02-2024,ABB,Buy,09:30:00,4519.3,09:55:00,4504.8,-14.5,Stop Loss Hit
05-02-2024,ABB,Sell,10:50:00,4447.6,12:05:00,4424.9,22.7,Target Hit
06-02-2024,ABB,Buy,09:30:00,4405.05,10:05:00,4373.8,-31.25,Stop Loss Hit
07-02-2024,ABB,Buy,09:35:00,4477.6,10:10:00,4507.05,29.45,Target Hit
08-02-2024,ABB,Sell,09:35:00,4564.25,10:45:00,4540.55,23.7,Target Hit
09-02-2024,ABB,Buy,09:20:00,4495,09:35:00,4466,-29,Stop Loss Hit
09-02-2024,ABB,Sell,09:45:00,4452.65,10:05:00,4475.35,-22.7,Stop Loss Hit
12-02-2024,ABB,Buy,09:20:00,4542.6,09:25:00,4518.5,-24.1,Stop Loss Hit
12-02-2024,ABB,Sell,10:20:00,4474.95,10:25:00,4486.95,-12,Stop Loss Hit
13-02-2024,ABB,Sell,09:25:00,4386,09:30:00,4402,-16,Stop Loss Hit
13-02-2024,ABB,Buy,10:30:00,4478.4,10:35:00,4465.05,-13.35,Stop Loss Hit
14-02-2024,ABB,Buy,09:50:00,4511,10:00:00,4536.6,25.6,Target Hit
15-02-2024,ABB,Sell,09:20:00,4518.25,09:55:00,4489.75,28.5,Target Hit
16-02-2024,ABB,Buy,10:30:00,4515.3,15:15:00,4514.85,-0.45,Time Exit
20-02-2024,ABB,Sell,09:45:00,4475.8,10:00:00,4494.85,-19.05,Stop Loss Hit
20-02-2024,ABB,Buy,10:15:00,4528,10:35:00,4509.25,-18.75,Stop Loss Hit
21-02-2024,ABB,Buy,09:20:00,4782.05,09:25:00,4808.85,26.8,Target Hit
22-02-2024,ABB,Buy,09:20:00,5230,09:25:00,5180,-50,Stop Loss Hit
23-02-2024,ABB,Buy,09:40:00,5441.15,09:45:00,5478,36.85,Target Hit
26-02-2024,ABB,Sell,09:20:00,5342.9,09:35:00,5305.25,37.65,Target Hit
27-02-2024,ABB,Buy,09:50:00,5350.9,10:00:00,5334.45,-16.45,Stop Loss Hit
28-02-2024,ABB,Buy,09:45:00,5482.55,10:05:00,5522,39.45,Target Hit
28-02-2024,ABB,Sell,12:55:00,5397.7,13:15:00,5414.2,-16.5,Stop Loss Hit
29-02-2024,ABB,Buy,11:30:00,5461.1,11:40:00,5446.05,-15.05,Stop Loss Hit
01-03-2024,ABB,Buy,09:55:00,5517.75,10:00:00,5501,-16.75,Stop Loss Hit
01-03-2024,ABB,Sell,10:10:00,5468,10:15:00,5481.95,-13.95,Stop Loss Hit
04-03-2024,ABB,Buy,09:25:00,5559.15,09:30:00,5588.4,29.25,Target Hit
05-03-2024,ABB,Buy,09:20:00,5640,10:00:00,5671.05,31.05,Target Hit
06-03-2024,ABB,Sell,09:55:00,5637,11:05:00,5605.3,31.7,Target Hit
07-03-2024,ABB,Buy,09:25:00,5732,11:00:00,5762.75,30.75,Target Hit
11-03-2024,ABB,Buy,09:40:00,5843,10:10:00,5877.8,34.8,Target Hit
12-03-2024,ABB,Sell,09:25:00,5788,09:30:00,5820,-32,Stop Loss Hit
13-03-2024,ABB,Sell,09:50:00,5721.15,11:05:00,5679,42.15,Target Hit
14-03-2024,ABB,Buy,09:35:00,5628,09:45:00,5573.55,-54.45,Stop Loss Hit
15-03-2024,ABB,Buy,09:20:00,5767.25,09:25:00,5737.75,-29.5,Stop Loss Hit
15-03-2024,ABB,Sell,12:20:00,5614.2,12:45:00,5630,-15.8,Stop Loss Hit
18-03-2024,ABB,Buy,11:40:00,5699.6,12:20:00,5732.5,32.9,Target Hit
19-03-2024,ABB,Sell,09:20:00,5715.6,09:25:00,5735.3,-19.7,Stop Loss Hit
20-03-2024,ABB,Sell,09:30:00,5643.7,09:40:00,5606,37.7,Target Hit
20-03-2024,ABB,Buy,13:05:00,5722,13:35:00,5751,29,Target Hit
21-03-2024,ABB,Buy,09:25:00,5824,09:50:00,5861.9,37.9,Target Hit
22-03-2024,ABB,Sell,09:40:00,5851,09:50:00,5871.2,-20.2,Stop Loss Hit
22-03-2024,ABB,Buy,12:50:00,5946,13:00:00,5925,-21,Stop Loss Hit
26-03-2024,ABB,Buy,11:00:00,5979.9,11:05:00,5963.95,-15.95,Stop Loss Hit
27-03-2024,ABB,Buy,09:20:00,6293.1,09:30:00,6277.05,-16.05,Stop Loss Hit
28-03-2024,ABB,Buy,11:00:00,6349.1,11:05:00,6321.8,-27.3,Stop Loss Hit
01-04-2024,ABB,Buy,09:45:00,6499.6,10:45:00,6535,35.4,Target Hit
01-01-2024,ACC,Buy,09:20:00,2227.9,09:35:00,2219,-8.9,Stop Loss Hit
02-01-2024,ACC,Sell,09:55:00,2223.95,10:50:00,2233.95,-10,Stop Loss Hit
02-01-2024,ACC,Buy,12:10:00,2256.5,14:00:00,2271.1,14.6,Target Hit
03-01-2024,ACC,Buy,09:55:00,2324,10:00:00,2317,-7,Stop Loss Hit
03-01-2024,ACC,Sell,10:40:00,2274.8,10:50:00,2283.15,-8.35,Stop Loss Hit
04-01-2024,ACC,Sell,09:30:00,2278,10:10:00,2287.7,-9.7,Stop Loss Hit
04-01-2024,ACC,Buy,11:25:00,2300,12:30:00,2311.55,11.55,Target Hit
05-01-2024,ACC,Buy,09:55:00,2365,11:10:00,2381.75,16.75,Target Hit
08-01-2024,ACC,Sell,09:20:00,2369.65,09:25:00,2355.7,13.95,Target Hit
09-01-2024,ACC,Sell,09:30:00,2364.75,10:10:00,2375.7,-10.95,Stop Loss Hit
09-01-2024,ACC,Buy,10:35:00,2379.95,11:20:00,2371.5,-8.45,Stop Loss Hit
10-01-2024,ACC,Sell,09:25:00,2300,09:30:00,2314.45,-14.45,Stop Loss Hit
11-01-2024,ACC,Sell,09:20:00,2311,09:25:00,2318.9,-7.9,Stop Loss Hit
11-01-2024,ACC,Buy,12:20:00,2335.85,13:00:00,2327.05,-8.8,Stop Loss Hit
12-01-2024,ACC,Sell,09:20:00,2323.05,09:40:00,2328.9,-5.85,Stop Loss Hit
12-01-2024,ACC,Buy,09:55:00,2339.85,10:45:00,2330.1,-9.75,Stop Loss Hit
15-01-2024,ACC,Sell,09:35:00,2331.9,11:55:00,2338.5,-6.6,Stop Loss Hit
16-01-2024,ACC,Buy,10:40:00,2325.95,11:00:00,2319.1,-6.85,Stop Loss Hit
16-01-2024,ACC,Sell,12:15:00,2304.95,12:45:00,2291.5,13.45,Target Hit
17-01-2024,ACC,Buy,09:30:00,2315.2,09:55:00,2306.75,-8.45,Stop Loss Hit
17-01-2024,ACC,Sell,11:45:00,2271,11:55:00,2277.85,-6.85,Stop Loss Hit
18-01-2024,ACC,Sell,09:35:00,2227.45,09:45:00,2213.3,14.15,Target Hit
19-01-2024,ACC,Sell,09:50:00,2268.35,10:50:00,2252.75,15.6,Target Hit
20-01-2024,ACC,Sell,09:20:00,2269.05,09:55:00,2253.75,15.3,Target Hit
20-01-2024,ACC,Buy,14:50:00,2305.05,14:55:00,2299.2,-5.85,Stop Loss Hit
23-01-2024,ACC,Sell,09:45:00,2284.65,10:05:00,2271.5,13.15,Target Hit
24-01-2024,ACC,Buy,09:20:00,2214.85,10:15:00,2228.95,14.1,Target Hit
25-01-2024,ACC,Buy,09:20:00,2266.8,09:25:00,2280,13.2,Target Hit
29-01-2024,ACC,Buy,10:20:00,2525.5,10:25:00,2513.25,-12.25,Stop Loss Hit
30-01-2024,ACC,Buy,09:20:00,2528.95,09:30:00,2545.55,16.6,Target Hit
31-01-2024,ACC,Buy,09:20:00,2550.1,09:35:00,2540,-10.1,Stop Loss Hit
31-01-2024,ACC,Sell,12:50:00,2500,13:05:00,2521.3,-21.3,Stop Loss Hit
01-02-2024,ACC,Sell,09:20:00,2533,09:35:00,2540.5,-7.5,Stop Loss Hit
02-02-2024,ACC,Sell,09:20:00,2532.9,09:25:00,2540.9,-8,Stop Loss Hit
05-02-2024,ACC,Buy,13:00:00,2517,13:05:00,2510.5,-6.5,Stop Loss Hit
06-02-2024,ACC,Buy,10:40:00,2502,11:10:00,2517.2,15.2,Target Hit
07-02-2024,ACC,Sell,10:35:00,2527.4,10:40:00,2514,13.4,Target Hit
08-02-2024,ACC,Buy,10:10:00,2526.3,11:00:00,2510.25,-16.05,Stop Loss Hit
08-02-2024,ACC,Sell,14:35:00,2507,15:15:00,2508.45,-1.45,Time Exit
09-02-2024,ACC,Buy,09:20:00,2531.95,09:25:00,2548.65,16.7,Target Hit
12-02-2024,ACC,Buy,09:20:00,2650.85,09:30:00,2667,16.15,Target Hit
12-02-2024,ACC,Sell,10:10:00,2615.4,10:15:00,2630.95,-15.55,Stop Loss Hit
13-02-2024,ACC,Sell,09:25:00,2575,09:55:00,2598,-23,Stop Loss Hit
14-02-2024,ACC,Buy,09:20:00,2626.5,09:30:00,2617.3,-9.2,Stop Loss Hit
15-02-2024,ACC,Sell,10:00:00,2618,10:45:00,2629.3,-11.3,Stop Loss Hit
16-02-2024,ACC,Buy,09:25:00,2660.05,09:35:00,2673.45,13.4,Target Hit
19-02-2024,ACC,Sell,09:25:00,2698.5,10:40:00,2681.9,16.6,Target Hit
20-02-2024,ACC,Buy,10:25:00,2684.25,12:00:00,2702.9,18.65,Target Hit
21-02-2024,ACC,Buy,10:00:00,2707.85,10:45:00,2695.95,-11.9,Stop Loss Hit
21-02-2024,ACC,Sell,11:45:00,2681,12:45:00,2687.95,-6.95,Stop Loss Hit
22-02-2024,ACC,Sell,11:20:00,2645,12:00:00,2652.45,-7.45,Stop Loss Hit
23-02-2024,ACC,Buy,12:15:00,2697.65,12:20:00,2715.6,17.95,Target Hit
26-02-2024,ACC,Buy,09:25:00,2698.6,09:35:00,2715.9,17.3,Target Hit
27-02-2024,ACC,Sell,13:50:00,2666.1,15:15:00,2670.1,-4,Time Exit
28-02-2024,ACC,Sell,10:45:00,2654.85,10:55:00,2635.2,19.65,Target Hit
29-02-2024,ACC,Buy,09:25:00,2583.25,09:55:00,2599,15.75,Target Hit
01-03-2024,ACC,Buy,13:30:00,2675.1,14:45:00,2688.7,13.6,Target Hit
02-03-2024,ACC,Buy,09:55:00,2718.8,11:30:00,2705.9,-12.9,Stop Loss Hit
04-03-2024,ACC,Sell,09:35:00,2706.3,09:50:00,2715.85,-9.55,Stop Loss Hit
04-03-2024,ACC,Buy,11:35:00,2720.25,11:50:00,2711.15,-9.1,Stop Loss Hit
05-03-2024,ACC,Sell,09:35:00,2691.4,10:20:00,2674,17.4,Target Hit
06-03-2024,ACC,Sell,09:20:00,2658,09:55:00,2635.1,22.9,Target Hit
07-03-2024,ACC,Sell,09:50:00,2630.9,12:40:00,2645.05,-14.15,Stop Loss Hit
11-03-2024,ACC,Buy,09:20:00,2664.5,10:45:00,2651.85,-12.65,Stop Loss Hit
11-03-2024,ACC,Sell,11:50:00,2643.8,12:25:00,2651.95,-8.15,Stop Loss Hit
12-03-2024,ACC,Sell,09:20:00,2627.95,09:25:00,2609,18.95,Target Hit
13-03-2024,ACC,Sell,09:20:00,2545.3,09:35:00,2523,22.3,Target Hit
14-03-2024,ACC,Buy,09:25:00,2431.7,09:30:00,2444.3,12.6,Target Hit
15-03-2024,ACC,Buy,09:20:00,2509.65,09:30:00,2482.8,-26.85,Stop Loss Hit
15-03-2024,ACC,Sell,09:50:00,2460.75,10:00:00,2472.9,-12.15,Stop Loss Hit
18-03-2024,ACC,Sell,11:15:00,2420.35,11:30:00,2398.1,22.25,Target Hit
19-03-2024,ACC,Sell,09:25:00,2433.75,09:50:00,2417,16.75,Target Hit
20-03-2024,ACC,Sell,09:25:00,2402.5,09:35:00,2411.9,-9.4,Stop Loss Hit
21-03-2024,ACC,Buy,10:05:00,2436.9,12:05:00,2430.7,-6.2,Stop Loss Hit
22-03-2024,ACC,Sell,09:20:00,2430.2,10:40:00,2417.05,13.15,Target Hit
22-03-2024,ACC,Buy,14:00:00,2454.9,14:30:00,2448.35,-6.55,Stop Loss Hit
26-03-2024,ACC,Buy,09:20:00,2454.85,09:25:00,2467.2,12.35,Target Hit
27-03-2024,ACC,Buy,09:25:00,2469.95,09:40:00,2484.95,15,Target Hit
27-03-2024,ACC,Sell,15:10:00,2452.3,15:15:00,2451.95,0.35,Time Exit
28-03-2024,ACC,Buy,09:35:00,2479.05,10:30:00,2470.1,-8.95,Stop Loss Hit
01-04-2024,ACC,Buy,09:20:00,2521.55,09:35:00,2505.05,-16.5,Stop Loss Hit
01-04-2024,ACC,Sell,09:40:00,2504.05,10:00:00,2513.65,-9.6,Stop Loss Hit
01-01-2024,ADANIENT,Buy,09:20:00,2863.05,09:25:00,2853.5,-9.55,Stop Loss Hit
01-01-2024,ADANIENT,Sell,09:35:00,2846.4,10:35:00,2884.55,-38.15,Stop Loss Hit
02-01-2024,ADANIENT,Sell,09:20:00,2890.1,09:35:00,2904.1,-14,Stop Loss Hit
02-01-2024,ADANIENT,Buy,14:00:00,2925.95,15:00:00,2940.95,15,Target Hit
03-01-2024,ADANIENT,Buy,09:35:00,3111.05,09:40:00,3096.95,-14.1,Stop Loss Hit
03-01-2024,ADANIENT,Sell,11:05:00,3006.3,11:10:00,3014.4,-8.1,Stop Loss Hit
04-01-2024,ADANIENT,Sell,09:30:00,3006.65,09:45:00,3015,-8.35,Stop Loss Hit
05-01-2024,ADANIENT,Buy,09:25:00,3019,09:35:00,3010.95,-8.05,Stop Loss Hit
05-01-2024,ADANIENT,Sell,14:15:00,2992.75,14:35:00,3006.1,-13.35,Stop Loss Hit
08-01-2024,ADANIENT,Sell,09:25:00,3003.9,09:45:00,2987,16.9,Target Hit
09-01-2024,ADANIENT,Buy,09:25:00,3002.2,09:40:00,2993.55,-8.65,Stop Loss Hit
10-01-2024,ADANIENT,Buy,09:35:00,3060,09:40:00,3076.05,16.05,Target Hit
11-01-2024,ADANIENT,Sell,09:30:00,3090.65,14:10:00,3070,20.65,Target Hit
12-01-2024,ADANIENT,Sell,09:30:00,3073,09:40:00,3086.2,-13.2,Stop Loss Hit
12-01-2024,ADANIENT,Buy,09:55:00,3097.9,12:00:00,3088.9,-9,Stop Loss Hit
15-01-2024,ADANIENT,Sell,09:30:00,3111,09:50:00,3090.9,20.1,Target Hit
16-01-2024,ADANIENT,Sell,09:50:00,3082,10:25:00,3063.95,18.05,Target Hit
17-01-2024,ADANIENT,Sell,11:15:00,3006.25,11:45:00,2989.85,16.4,Target Hit
18-01-2024,ADANIENT,Sell,09:35:00,2950,09:45:00,2916.3,33.7,Target Hit
19-01-2024,ADANIENT,Sell,11:15:00,2923.25,12:05:00,2931,-7.75,Stop Loss Hit
20-01-2024,ADANIENT,Sell,09:40:00,2921,10:00:00,2903.2,17.8,Target Hit
20-01-2024,ADANIENT,Buy,14:30:00,2964.9,14:40:00,2956.1,-8.8,Stop Loss Hit
23-01-2024,ADANIENT,Sell,10:40:00,2972.55,10:50:00,2988,-15.45,Stop Loss Hit
24-01-2024,ADANIENT,Sell,11:30:00,2881.65,11:35:00,2890.05,-8.4,Stop Loss Hit
25-01-2024,ADANIENT,Sell,09:30:00,2895.15,10:10:00,2875.7,19.45,Target Hit
29-01-2024,ADANIENT,Buy,09:20:00,2987.65,09:25:00,3017.45,29.8,Target Hit
30-01-2024,ADANIENT,Sell,09:25:00,3028.45,09:30:00,3051.8,-23.35,Stop Loss Hit
30-01-2024,ADANIENT,Buy,11:25:00,3103,11:45:00,3094,-9,Stop Loss Hit
31-01-2024,ADANIENT,Buy,09:20:00,3105.15,10:05:00,3096.25,-8.9,Stop Loss Hit
31-01-2024,ADANIENT,Sell,12:50:00,3079.1,12:55:00,3092,-12.9,Stop Loss Hit
01-02-2024,ADANIENT,Sell,09:20:00,3134,09:25:00,3149.25,-15.25,Stop Loss Hit
01-02-2024,ADANIENT,Buy,14:05:00,3215.3,14:10:00,3198.35,-16.95,Stop Loss Hit
02-02-2024,ADANIENT,Sell,10:15:00,3164.05,10:50:00,3174.45,-10.4,Stop Loss Hit
02-02-2024,ADANIENT,Buy,11:55:00,3195,12:20:00,3186.65,-8.35,Stop Loss Hit
05-02-2024,ADANIENT,Buy,09:45:00,3185.05,10:10:00,3174,-11.05,Stop Loss Hit
06-02-2024,ADANIENT,Sell,09:20:00,3170.7,09:30:00,3179.8,-9.1,Stop Loss Hit
06-02-2024,ADANIENT,Buy,10:40:00,3221.45,10:50:00,3211.8,-9.65,Stop Loss Hit
07-02-2024,ADANIENT,Sell,09:25:00,3214.4,09:55:00,3248.15,-33.75,Stop Loss Hit
07-02-2024,ADANIENT,Buy,09:55:00,3248.15,10:05:00,3270,21.85,Target Hit
08-02-2024,ADANIENT,Sell,09:30:00,3210,11:00:00,3183.75,26.25,Target Hit
09-02-2024,ADANIENT,Buy,09:20:00,3207.55,09:35:00,3193.65,-13.9,Stop Loss Hit
09-02-2024,ADANIENT,Sell,09:50:00,3159.5,10:05:00,3173.5,-14,Stop Loss Hit
12-02-2024,ADANIENT,Sell,09:40:00,3205,09:55:00,3187.8,17.2,Target Hit
13-02-2024,ADANIENT,Sell,09:20:00,3151.95,09:25:00,3121.05,30.9,Target Hit
15-02-2024,ADANIENT,Sell,09:55:00,3208.85,10:45:00,3219.2,-10.35,Stop Loss Hit
15-02-2024,ADANIENT,Buy,12:10:00,3236.05,12:20:00,3221.4,-14.65,Stop Loss Hit
16-02-2024,ADANIENT,Buy,09:25:00,3219.95,09:30:00,3211.8,-8.15,Stop Loss Hit
16-02-2024,ADANIENT,Sell,09:40:00,3200.55,10:00:00,3209,-8.45,Stop Loss Hit
19-02-2024,ADANIENT,Buy,09:20:00,3289.55,09:30:00,3276.95,-12.6,Stop Loss Hit
20-02-2024,ADANIENT,Sell,10:40:00,3232.1,11:25:00,3214,18.1,Target Hit
21-02-2024,ADANIENT,Buy,10:05:00,3262.95,10:45:00,3252.25,-10.7,Stop Loss Hit
21-02-2024,ADANIENT,Sell,14:35:00,3223.2,15:15:00,3225.3,-2.1,Time Exit
22-02-2024,ADANIENT,Sell,10:55:00,3216.65,12:00:00,3226.65,-10,Stop Loss Hit
22-02-2024,ADANIENT,Buy,14:45:00,3247.75,15:15:00,3270.9,23.15,Target Hit
23-02-2024,ADANIENT,Sell,10:05:00,3255.75,10:25:00,3239.25,16.5,Target Hit
23-02-2024,ADANIENT,Buy,12:20:00,3274.1,14:15:00,3296.15,22.05,Target Hit
26-02-2024,ADANIENT,Buy,09:20:00,3306.6,09:25:00,3291.45,-15.15,Stop Loss Hit
27-02-2024,ADANIENT,Sell,09:30:00,3315.55,10:00:00,3323.9,-8.35,Stop Loss Hit
28-02-2024,ADANIENT,Sell,10:00:00,3296.3,10:45:00,3278.55,17.75,Target Hit
29-02-2024,ADANIENT,Sell,09:20:00,3210.85,09:25:00,3227.95,-17.1,Stop Loss Hit
29-02-2024,ADANIENT,Buy,09:30:00,3237,09:35:00,3227,-10,Stop Loss Hit
01-03-2024,ADANIENT,Buy,09:20:00,3320.8,09:30:00,3307.95,-12.85,Stop Loss Hit
01-03-2024,ADANIENT,Sell,09:50:00,3294.65,11:40:00,3307,-12.35,Stop Loss Hit
04-03-2024,ADANIENT,Sell,09:25:00,3333,14:40:00,3315,18,Target Hit
05-03-2024,ADANIENT,Buy,09:20:00,3331.4,09:30:00,3321.45,-9.95,Stop Loss Hit
05-03-2024,ADANIENT,Sell,11:15:00,3299,11:40:00,3311.6,-12.6,Stop Loss Hit
06-03-2024,ADANIENT,Sell,09:25:00,3288.65,09:45:00,3267,21.65,Target Hit
07-03-2024,ADANIENT,Sell,10:35:00,3236.1,12:45:00,3245.35,-9.25,Stop Loss Hit
11-03-2024,ADANIENT,Buy,09:20:00,3250.3,09:55:00,3241.2,-9.1,Stop Loss Hit
11-03-2024,ADANIENT,Sell,11:50:00,3222.05,12:50:00,3230.25,-8.2,Stop Loss Hit
12-03-2024,ADANIENT,Sell,09:20:00,3194,09:25:00,3177.95,16.05,Target Hit
13-03-2024,ADANIENT,Sell,09:20:00,3103.3,09:25:00,3078.3,25,Target Hit
14-03-2024,ADANIENT,Buy,09:20:00,2947,09:30:00,3000,53,Target Hit
15-03-2024,ADANIENT,Buy,09:20:00,3128,09:25:00,3117.15,-10.85,Stop Loss Hit
18-03-2024,ADANIENT,Buy,12:20:00,3083.85,12:40:00,3099.95,16.1,Target Hit
19-03-2024,ADANIENT,Buy,09:30:00,3152.75,09:40:00,3144,-8.75,Stop Loss Hit
19-03-2024,ADANIENT,Sell,09:55:00,3108,10:15:00,3087,21,Target Hit
20-03-2024,ADANIENT,Sell,09:20:00,3055.7,09:55:00,3034,21.7,Target Hit
21-03-2024,ADANIENT,Buy,11:00:00,3106.6,11:15:00,3095.15,-11.45,Stop Loss Hit
21-03-2024,ADANIENT,Sell,12:05:00,3071,15:15:00,3062.65,8.35,Time Exit
22-03-2024,ADANIENT,Buy,12:45:00,3095.85,13:05:00,3114.9,19.05,Target Hit
26-03-2024,ADANIENT,Buy,09:20:00,3154.65,09:30:00,3144,-10.65,Stop Loss Hit
27-03-2024,ADANIENT,Sell,10:10:00,3112,10:30:00,3121.8,-9.8,Stop Loss Hit
28-03-2024,ADANIENT,Sell,09:35:00,3108.8,09:55:00,3127.5,-18.7,Stop Loss Hit
28-03-2024,ADANIENT,Buy,10:10:00,3135,10:35:00,3153.65,18.65,Target Hit
01-04-2024,ADANIENT,Buy,11:05:00,3252.05,11:15:00,3269.35,17.3,Target Hit
01-01-2024,APOLLOHOSP,Buy,14:00:00,5750,15:15:00,5749.9,-0.1,Time Exit
02-01-2024,APOLLOHOSP,Sell,09:55:00,5715,10:35:00,5686,29,Target Hit
03-01-2024,APOLLOHOSP,Sell,09:20:00,5693.65,11:00:00,5707.95,-14.3,Stop Loss Hit
03-01-2024,APOLLOHOSP,Buy,13:15:00,5747,14:20:00,5776.2,29.2,Target Hit
04-01-2024,APOLLOHOSP,Buy,09:20:00,5817,09:40:00,5793.7,-23.3,Stop Loss Hit
04-01-2024,APOLLOHOSP,Sell,09:45:00,5756.55,10:35:00,5773.95,-17.4,Stop Loss Hit
05-01-2024,APOLLOHOSP,Buy,12:00:00,5796,12:30:00,5777.25,-18.75,Stop Loss Hit
05-01-2024,APOLLOHOSP,Sell,14:15:00,5732.1,15:00:00,5753.6,-21.5,Stop Loss Hit
08-01-2024,APOLLOHOSP,Sell,09:30:00,5683.8,09:50:00,5701.9,-18.1,Stop Loss Hit
09-01-2024,APOLLOHOSP,Buy,09:20:00,5737,09:40:00,5720,-17,Stop Loss Hit
10-01-2024,APOLLOHOSP,Sell,10:00:00,5766.9,10:40:00,5781.65,-14.75,Stop Loss Hit
11-01-2024,APOLLOHOSP,Buy,12:10:00,5861.6,13:15:00,5843.95,-17.65,Stop Loss Hit
12-01-2024,APOLLOHOSP,Buy,09:25:00,5892.9,09:40:00,5876,-16.9,Stop Loss Hit
12-01-2024,APOLLOHOSP,Sell,10:55:00,5816.6,11:25:00,5836,-19.4,Stop Loss Hit
15-01-2024,APOLLOHOSP,Buy,09:30:00,5852.4,09:35:00,5835.15,-17.25,Stop Loss Hit
16-01-2024,APOLLOHOSP,Buy,09:50:00,5890,10:40:00,5921,31,Target Hit
17-01-2024,APOLLOHOSP,Buy,09:20:00,5907,09:45:00,5939,32,Target Hit
18-01-2024,APOLLOHOSP,Sell,09:20:00,5930.3,09:35:00,5877.3,53,Target Hit
18-01-2024,APOLLOHOSP,Buy,11:45:00,6003.65,12:30:00,5971,-32.65,Stop Loss Hit
19-01-2024,APOLLOHOSP,Buy,13:15:00,6020,14:20:00,6056.9,36.9,Target Hit
20-01-2024,APOLLOHOSP,Sell,09:25:00,6083.1,09:45:00,6099.35,-16.25,Stop Loss Hit
20-01-2024,APOLLOHOSP,Buy,09:55:00,6150,10:55:00,6188.1,38.1,Target Hit
23-01-2024,APOLLOHOSP,Sell,14:05:00,6175.2,15:15:00,6150,25.2,Time Exit
24-01-2024,APOLLOHOSP,Buy,11:00:00,6164.55,11:25:00,6149.05,-15.5,Stop Loss Hit
25-01-2024,APOLLOHOSP,Sell,10:45:00,6169,11:15:00,6187.8,-18.8,Stop Loss Hit
29-01-2024,APOLLOHOSP,Buy,09:20:00,6229,09:25:00,6272.4,43.4,Target Hit
30-01-2024,APOLLOHOSP,Sell,09:25:00,6320.1,09:40:00,6343.3,-23.2,Stop Loss Hit
31-01-2024,APOLLOHOSP,Buy,09:25:00,6305.85,09:55:00,6290,-15.85,Stop Loss Hit
01-02-2024,APOLLOHOSP,Buy,09:30:00,6356.8,11:15:00,6327.75,-29.05,Stop Loss Hit
02-02-2024,APOLLOHOSP,Sell,11:10:00,6298.55,11:15:00,6315.6,-17.05,Stop Loss Hit
05-02-2024,APOLLOHOSP,Sell,10:15:00,6284,10:40:00,6301.55,-17.55,Stop Loss Hit
06-02-2024,APOLLOHOSP,Sell,09:30:00,6215.95,10:00:00,6170.4,45.55,Target Hit
07-02-2024,APOLLOHOSP,Sell,09:25:00,6206.15,09:35:00,6223.3,-17.15,Stop Loss Hit
08-02-2024,APOLLOHOSP,Sell,09:45:00,6156.4,10:00:00,6175.15,-18.75,Stop Loss Hit
